,edad,m_moroso,ciudad_agg,niv_educ_dummy,gender_M,e_civil_CAS,e_civil_VIU,seguro_SI,LN_d_marzo,LN_d_junio,LN_d_julio,LN_d_agosto,LN_d_septiembre,LN_monto,fuga_dummy
1220,52,1,2.0,0,0,0,0,0,0.0,10.657682794661007,0.0,0.0,3.044522437723423,14.403297778421795,1
1221,29,1,4.0,0,0,1,0,0,0.0,0.0,2.3978952727983707,0.0,0.0,14.508658238524095,0
1222,27,0,4.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.6931471805599453,14.557448378884015,0
1223,46,1,3.0,0,1,1,0,1,13.398568339067397,11.699761814731316,7.090076835776092,7.2196420401307355,0.0,15.894952224644102,1
1224,49,3,3.0,1,1,0,0,0,0.0,13.41744798337285,6.742880635791903,0.0,4.477336814478207,14.557448378884015,1
1225,55,1,3.0,1,0,1,0,0,10.494380499057318,13.682923861830615,7.1276936993473985,0.0,6.455198563340122,13.384729180332174,1
1226,40,1,4.0,1,1,1,0,0,0.0,4.709530201312334,5.298317366548036,0.0,0.0,14.77102238760702,0
1227,41,1,3.0,0,1,1,0,0,0.0,10.590163841965762,5.030437921392435,10.64435289430417,0.0,15.894952224644102,0
1228,52,1,3.0,1,1,1,0,1,0.0,13.61825402760191,0.0,0.0,5.429345628954441,14.88022163978423,1
1229,40,0,3.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,14.403297778421795,0
1230,50,1,3.0,1,1,1,0,0,14.353681467990722,9.117347505127018,5.746203190540153,0.0,6.990256500493881,14.557448378884015,1
1231,29,2,2.0,1,1,1,0,0,0.0,10.238887786196006,5.602118820879701,0.0,0.0,14.220976332738882,1
1232,40,3,3.0,1,1,1,0,0,0.0,14.014116304704732,5.204006687076795,0.0,8.29054350077274,15.319588176962746,1
1233,40,1,3.0,0,0,0,0,0,0.0,0.0,5.351858133476067,9.216819338073892,0.0,15.894952224644102,0
1234,27,1,3.0,1,1,0,0,0,0.0,11.014407128226281,5.3981627015177525,0.0,0.0,14.508658238524095,1
1235,25,0,3.0,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,14.508658238524095,0
1236,44,1,4.0,0,1,1,0,0,0.0,12.012961085456807,3.58351893845611,0.0,0.0,15.894952224644102,0
1237,37,1,4.0,1,1,1,0,0,0.0,12.433252041854843,1.3862943611198906,7.452402451223638,6.246106765481563,14.648420115681892,0
1238,43,0,4.0,0,1,1,0,0,0.0,0.0,0.0,0.0,5.075173815233827,14.151983508870947,0
1239,52,2,1.0,0,1,1,0,0,0.0,12.541129595391105,5.953243334287785,10.110054467445536,9.068085324395312,15.894952224644102,1
1240,30,2,2.0,0,0,1,0,0,0.0,0.0,6.297109319933935,0.0,5.087596335232384,13.815511557963774,1
1241,60,1,3.0,0,0,0,0,1,0.0,0.0,6.144185634125646,0.0,7.4073177104694174,15.894952224644102,0
1242,49,3,3.0,0,0,1,0,0,0.0,12.244533454644888,7.05617528410041,0.0,5.869296913133774,14.403297778421795,1
1243,50,3,4.0,0,0,0,0,1,0.0,0.0,7.215975002651466,9.602585141913492,2.6390573296152584,15.894952224644102,0
1244,46,1,4.0,0,0,0,0,1,0.0,12.11367222825784,7.227662498728654,10.57826707573789,6.546785410760524,13.592368256649284,0
1245,49,0,4.0,0,0,0,0,1,0.0,6.251903883165888,0.0,6.715383386334681,0.0,15.894952224644102,0
1246,35,3,3.0,0,0,1,0,1,10.648016773545576,0.0,6.100318952020064,0.0,0.0,13.910821646859095,0
1247,26,2,2.0,1,1,1,0,0,0.0,13.094909957289618,6.484635235635252,0.0,1.6094379124341003,13.997832948091215,1
1248,50,1,1.0,0,1,0,0,1,10.711747540196578,0.0,5.0106352940962555,0.0,8.724044745953469,14.914123179965662,1
1249,43,1,3.0,0,1,1,0,0,12.237794155975168,14.687481100429649,7.603897968521881,8.411832675758411,10.102543308321248,15.46416937585933,1
1250,40,1,4.0,0,0,0,1,0,0.0,0.0,2.4849066497880004,8.413830678421084,0.0,15.226497775576945,0
1251,51,2,3.0,0,1,1,0,0,0.0,0.0,1.3862943611198906,0.0,0.0,14.346139397261565,0
1252,40,2,3.0,0,1,1,0,0,0.0,11.775074321623737,4.90527477843843,8.293549515060345,0.0,15.894952224644102,1
1253,47,1,3.0,0,0,0,0,1,0.0,0.0,5.905361848054571,0.0,0.0,14.220976332738882,0
1254,48,0,4.0,0,0,1,0,0,0.0,0.0,0.0,9.12238309321704,0.0,14.731801689838349,0
1255,43,3,3.0,1,1,1,0,0,12.687025487768283,12.077631134595533,7.880804344674901,0.0,4.574710978503383,13.384729180332174,1
1256,39,2,3.0,0,1,1,0,0,12.416949264741403,10.553701135710886,7.418180822726788,0.0,4.204692619390966,15.274125813221904,0
1257,47,1,1.0,0,1,1,0,0,0.0,0.0,3.091042453358316,0.0,0.0,14.151983508870947,1
1258,43,1,3.0,1,1,1,0,0,0.0,9.199582715323222,6.202535517187923,0.0,3.6635616461296463,15.363073279446223,1
1259,42,1,4.0,0,0,1,0,0,0.0,0.0,5.313205979041787,10.029062375444195,5.902633333401366,14.285514812209815,0
1260,53,1,3.0,0,0,0,0,1,0.0,0.0,6.837332814685591,10.225534819164793,0.0,15.830413711839864,0
1261,38,1,4.0,0,0,0,0,0,0.0,10.05035462834568,6.520621127558696,0.0,0.0,13.527829818844937,0
1262,37,1,3.0,0,0,0,1,0,0.0,0.0,1.791759469228055,8.808369153122275,0.0,15.38412668421143,0
1263,43,2,3.0,0,1,0,0,0,0.0,8.032035314398824,6.559615237493242,0.0,1.6094379124341003,13.710151153416941,1
1264,43,1,1.0,1,1,1,0,0,0.0,0.0,0.0,8.37793112408273,0.0,14.220976332738882,1
1265,55,2,2.0,0,1,1,0,0,0.0,11.397256443211026,6.694562058521095,7.9229859587111955,2.8903717578961645,13.217675375388819,1
1266,41,2,1.0,0,1,1,0,0,0.0,14.122690799604863,5.736572297479192,10.090672264996071,8.648572269472618,15.894952224644102,1
1267,52,1,3.0,0,1,1,0,1,0.0,13.571639927179618,5.68697535633982,0.0,4.07753744390572,15.009433329466965,1
1268,43,1,3.0,0,1,1,0,0,15.038167128600696,12.159452624894948,7.519692404116539,0.0,5.937536205082426,15.64006001130563,1
1269,31,0,3.0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.75890177387728,14.80876270134486,0
1270,51,2,3.0,1,1,1,0,0,0.0,0.0,3.1780538303479458,0.0,0.0,14.946912992035967,0
1271,53,1,3.0,0,1,1,0,0,0.0,8.442254104751743,3.044522437723423,0.0,0.0,15.573368647930426,1
1272,47,1,3.0,1,0,1,0,0,0.0,0.0,1.9459101490553132,0.0,0.0,14.690979711984754,1
1273,45,2,1.0,1,0,1,0,0,0.0,0.0,5.58724865840025,0.0,9.608512282590205,15.687312888712007,1
1274,40,1,3.0,1,1,1,0,0,0.0,14.536911806474894,5.8916442118257715,0.0,4.77912349311153,14.285514812209815,1
1275,43,1,3.0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,15.123843647884687,1
1276,51,1,3.0,0,1,1,0,0,0.0,13.113524428737124,5.655991810819852,0.0,7.286191714702382,15.894952224644102,1
1277,55,2,4.0,1,0,1,0,0,0.0,16.539230675458242,6.769641976852503,9.946786476931276,12.427827232680107,15.894952224644102,0
1278,43,1,4.0,0,0,0,0,1,12.038582556740112,10.058395088732475,6.369900982828227,0.0,5.135798437050262,13.122365377402328,0
1279,50,1,1.0,1,1,0,0,0,0.0,10.664924023794766,0.0,0.0,4.110873864173311,14.45736497045232,1
1280,44,0,4.0,0,0,0,0,1,0.0,0.0,0.0,7.107425474110705,5.4116460518550396,14.220976332738882,0
1281,53,1,2.0,0,0,1,0,0,0.0,12.909130552198633,4.990432586778736,0.0,7.610357618312838,15.803385043104912,0
1282,45,1,3.0,0,0,1,0,0,13.813078603157988,0.0,5.953243334287785,0.0,0.0,13.45883704259595,0
1283,21,1,3.0,1,1,0,0,0,0.0,9.355479137642421,3.044522437723423,0.0,0.0,15.039286283703994,1
1284,28,1,2.0,1,1,1,0,0,0.0,9.49243184611472,0.0,0.0,4.90527477843843,15.520258832020865,1
1285,26,1,2.0,0,1,0,0,0,13.626508737813676,0.0,6.3080984415095305,0.0,0.0,13.910821646859095,1
1286,53,1,3.0,1,1,1,0,0,0.0,12.996507594630735,6.249975242259483,0.0,8.526945482858915,15.894952224644102,1
1287,32,1,4.0,1,1,1,0,0,12.924390373232063,10.339481865679115,6.566672429803241,8.267448958304849,1.791759469228055,14.690979711984754,0
1288,50,1,3.0,0,0,1,0,0,0.0,0.0,5.455321115357702,0.0,3.091042453358316,14.45736497045232,0
1289,52,2,2.0,0,1,1,0,0,0.0,11.245124448111596,8.01565761455734,8.03365842788615,5.117993812416755,15.520258832020865,1
1290,30,1,3.0,0,0,0,0,0,0.0,11.329771561872176,1.0986122886681098,9.977945463454137,6.016157159698354,13.910821646859095,0
1291,41,1,3.0,1,1,1,0,1,0.0,8.894258825002703,0.0,7.183870715062453,0.0,15.274125813221904,1
1292,50,2,1.0,0,1,0,0,0,0.0,11.800004855845948,5.62040086571715,0.0,0.0,14.220976332738882,1
1293,43,1,1.0,1,1,1,0,0,0.0,12.57967205923267,5.0689042022202315,0.0,5.375278407684165,15.573368647930426,1
1294,38,3,3.0,1,1,0,0,0,0.0,0.0,7.607381425639791,5.793013608384144,0.0,14.731801689838349,0
1295,33,1,3.0,0,0,0,1,0,0.0,10.622131899994592,2.3978952727983707,0.0,1.3862943611198906,14.557448378884015,0
1296,40,2,3.0,1,1,1,0,0,0.0,12.696552694630734,7.53955882930103,8.977398978181862,7.592870287844818,13.997832948091215,1
1297,29,1,3.0,0,0,1,0,0,0.0,9.834619673237327,7.583247524303362,0.0,6.0844994130751715,13.45883704259595,0
1298,52,1,4.0,0,0,1,0,0,10.789071623631122,0.0,6.124683390894205,0.0,0.0,14.285514812209815,0
1299,43,0,4.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,14.603968372873895,0
1300,51,3,3.0,1,0,1,0,0,0.0,0.0,5.940171252720432,10.828182866754094,5.493061443340548,15.894952224644102,1
1301,40,1,3.0,0,1,1,0,0,0.0,0.0,2.0794415416798357,0.0,9.087946723762116,15.068273812173887,1
1302,54,1,3.0,1,1,0,0,0,0.0,7.590346945602565,3.6635616461296463,0.0,1.0986122886681098,15.894952224644102,1
1303,40,1,3.0,0,0,0,1,0,0.0,0.0,3.784189633918261,0.0,0.0,15.176487367510099,0
1304,31,2,4.0,0,1,0,0,0,0.0,0.0,2.0794415416798357,0.0,0.0,14.151983508870947,0
1305,38,1,4.0,0,0,0,0,1,0.0,13.066260641434479,6.988413181999592,9.816567080505427,7.670428522190693,15.424948670398354,0
1306,31,1,2.0,1,1,1,0,0,0.0,11.149225906094532,3.8066624897703196,7.9676267393338165,0.0,14.346139397261565,1
1307,32,1,4.0,1,1,0,0,0,0.0,0.0,4.0943445622221,0.0,0.0,15.096444681204078,0
1308,42,1,3.0,1,1,1,0,0,0.0,0.0,0.0,0.0,8.422662707570003,15.039286283703994,1
1309,38,1,3.0,0,0,0,1,0,10.040986065721762,11.77540510739681,7.504391559161238,0.0,5.932245187448011,15.894952224644102,0
1310,44,1,3.0,1,1,1,0,0,0.0,13.558336998448334,0.0,0.0,7.791522819150732,15.894952224644102,1
1311,38,1,3.0,1,1,1,0,0,0.0,11.097894751992364,4.290459441148391,0.0,7.94873845481361,15.274125813221904,0
1312,47,1,1.0,0,1,1,0,0,0.0,0.0,3.044522437723423,6.834108738813838,0.0,14.285514812209815,1
1313,45,1,3.0,1,0,1,0,0,0.0,0.0,2.9444389791664403,0.0,0.0,14.45736497045232,1
1314,36,1,3.0,0,0,1,0,0,0.0,0.0,4.174387269895637,0.0,0.0,14.151983508870947,0
1315,38,1,3.0,0,0,0,1,0,8.977020214210413,12.476309684376467,6.423246963533519,0.0,1.3862943611198906,13.217675375388819,0
1316,44,1,3.0,0,1,1,0,0,0.0,0.0,3.2188758248682006,0.0,0.0,15.38412668421143,1
1317,49,2,3.0,1,1,0,0,0,11.277962336850676,13.405496619597216,6.846943139585379,0.0,6.566672429803241,14.557448378884015,1
1318,28,2,4.0,0,1,0,0,1,0.0,0.0,4.820281565605037,9.538060131459494,7.998335395952982,15.520258832020865,0
1319,44,0,3.0,0,0,0,0,1,0.0,0.0,0.0,7.413970290190444,0.0,15.319588176962746,0
1320,40,2,3.0,1,1,1,0,0,14.124646100203977,13.325126246380732,5.5909869805108565,0.0,10.082637418164447,15.687312888712007,1
1321,40,1,3.0,1,1,1,0,0,0.0,12.070161280158835,3.5553480614894135,10.044813488626563,4.927253685157205,15.068273812173887,1
1322,40,0,4.0,1,0,0,0,0,0.0,0.0,0.0,10.3871783338948,0.0,15.894952224644102,0
1323,49,1,3.0,1,1,0,0,0,0.0,6.139884552226255,6.16541785423142,0.0,6.156978985585555,15.341567078850604,1
1324,41,1,4.0,1,1,1,0,0,0.0,0.0,2.6390573296152584,0.0,0.6931471805599453,14.88022163978423,0
1325,34,1,3.0,0,0,0,0,1,0.0,13.245207362601473,4.663439094112067,0.0,5.736572297479192,15.068273812173887,0
1326,31,1,3.0,1,1,0,0,0,0.0,11.563038563200188,4.382026634673881,0.0,4.189654742026425,14.403297778421795,0
1327,44,3,4.0,0,0,0,0,1,11.064385827288515,11.160014855596954,7.501082124259871,0.0,5.7899601708972535,15.894952224644102,0
1328,47,1,3.0,0,1,1,0,0,0.0,7.349873704738337,0.0,0.0,0.0,14.690979711984754,1
1329,52,1,4.0,0,0,0,0,0,0.0,0.0,3.4011973816621555,7.026426808699636,0.0,14.648420115681892,0
1330,48,1,3.0,1,0,1,0,0,14.194032606457997,12.157344479438821,6.131226489483141,0.0,5.365976015021851,13.304686600863562,1
1331,52,1,2.0,1,1,1,0,1,0.0,11.863765418414445,6.0063531596017325,0.0,5.493061443340548,14.45736497045232,1
1332,39,2,3.0,0,1,1,0,0,0.0,11.27224147567903,5.2574953720277815,0.0,4.653960350157523,13.910821646859095,0
1333,40,3,3.0,1,1,1,0,0,12.379378684397173,11.796930786449568,6.530877627725885,0.0,5.225746673713202,14.914123179965662,1
1334,49,1,4.0,1,1,1,0,0,13.237053635350463,0.0,5.877735781779639,8.642238680390461,0.0,14.220976332738882,0
1335,53,1,4.0,0,0,1,0,0,0.0,0.0,4.969813299576001,0.0,6.180016653652572,14.690979711984754,0
1336,41,2,1.0,1,0,0,0,1,0.0,12.36203739322661,4.955827057601261,0.0,8.986571625268054,15.341567078850604,1
1337,46,3,3.0,1,1,1,0,0,13.729523383572781,10.0903404937493,7.893945138235959,0.0,7.108244139731541,15.76142084987672,1
1338,34,1,3.0,0,1,1,0,0,12.880569484657517,12.502451788584942,6.385194398997726,0.0,9.253974408996244,13.710151153416941,1
1339,47,3,3.0,0,1,1,0,1,0.0,12.74987259122718,7.076653815443951,0.0,6.186208623900494,15.444751293772967,1
1340,35,1,4.0,0,0,0,1,0,0.0,12.607767321149527,6.9440872082295275,0.0,6.284134161070802,14.220976332738882,0
1341,42,1,3.0,0,1,1,0,0,0.0,12.303362682305412,3.9512437185814275,7.696212639346407,0.0,15.732433317205148,1
1342,49,1,3.0,1,1,1,0,0,0.0,0.0,6.933423025730715,10.367315903941208,7.751045117971802,15.009433329466965,1
1343,37,2,4.0,0,1,1,0,0,0.0,0.0,4.948759890378168,0.0,0.0,14.690979711984754,0
1344,58,1,4.0,0,0,0,0,0,0.0,0.0,5.159055299214529,0.0,0.0,14.45736497045232,0
1345,51,3,3.0,0,1,0,0,0,0.0,12.455542596029526,6.863803391452954,0.0,7.1693500166706,15.363073279446223,1
1346,41,1,2.0,0,1,0,0,0,0.0,0.0,7.215975002651466,9.113388845899733,9.128262260940575,15.226497775576945,0
1347,59,1,3.0,0,0,1,0,0,0.0,0.0,3.091042453358316,9.27199975236291,4.634728988229636,15.226497775576945,0
1348,41,1,1.0,0,1,0,0,0,0.0,0.0,4.430816798843313,6.92951677076365,0.0,15.009433329466965,1
1349,37,1,3.0,0,0,0,0,0,13.164525912997762,14.304936840364373,7.214504414151143,0.0,7.507141079727608,14.077875591662238,0
1350,43,1,3.0,0,1,1,0,0,13.044914137118386,0.0,4.6913478822291435,9.500993027872797,0.0,15.226497775576945,0
1351,41,1,3.0,1,1,1,0,0,0.0,8.70930004894499,0.0,7.833203948641057,9.07165285220229,13.592368256649284,1
1352,47,1,1.0,0,1,0,0,0,0.0,11.699703742481125,4.990432586778736,0.0,4.927253685157205,14.346139397261565,1
1353,44,1,3.0,0,1,1,0,0,10.979820148513156,0.0,4.553876891600541,0.0,0.0,14.403297778421795,1
1354,39,1,4.0,0,0,0,0,1,13.152172633716527,0.0,7.506591780070841,0.0,0.0,13.815511557963774,0
1355,34,1,4.0,0,0,0,0,0,0.0,14.089554046311173,4.31748811353631,0.0,10.05281232064669,15.894952224644102,0
1356,47,1,3.0,0,0,1,0,0,0.0,13.56343755632505,6.565264970035361,0.0,7.716906135298388,15.341567078850604,1
1357,50,1,3.0,0,0,0,0,1,14.529752178130293,14.051271770729537,7.671360923190644,0.0,8.794067065151415,15.096444681204078,0
1358,45,3,3.0,1,1,1,0,0,0.0,0.0,5.6131281063880705,0.0,6.853299093186078,15.894952224644102,1
1359,37,1,3.0,1,1,1,0,0,0.0,0.0,3.5553480614894135,0.0,0.0,14.285514812209815,0
1360,35,1,3.0,1,1,1,0,0,0.0,0.0,2.1972245773362196,0.0,0.0,14.285514812209815,0
1361,53,1,3.0,0,0,1,0,0,0.0,0.0,6.3578422665081,7.151485463904735,4.219507705176107,15.894952224644102,0
1362,32,1,2.0,0,0,0,0,0,0.0,0.0,1.6094379124341003,0.0,0.0,14.151983508870947,0
1363,41,2,3.0,1,1,0,0,0,13.578960033486464,0.0,6.150602768446279,0.0,6.4967749901858625,15.830413711839864,0
1364,41,1,3.0,1,1,1,0,0,0.0,12.901068116947737,0.0,0.0,7.630461261783627,15.176487367510099,1
1365,54,1,2.0,1,1,0,0,1,0.0,13.719410366182649,0.0,0.0,7.615298339825815,15.424948670398354,1
1366,41,0,3.0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.9459101490553132,14.557448378884015,0
1367,47,3,3.0,0,1,1,0,0,0.0,13.569361906908625,7.719573989259581,7.668561108015897,7.644919344958857,14.648420115681892,1
1368,41,2,3.0,0,0,0,0,0,13.016213661521023,12.059780175603038,6.436150368369428,0.0,5.272999558563747,14.946912992035967,1
1369,49,1,1.0,0,0,1,0,0,0.0,11.808969974575634,2.772588722239781,0.0,3.6109179126442243,14.403297778421795,1
1370,48,1,3.0,1,1,1,0,0,0.0,0.0,1.6094379124341003,0.0,0.0,14.346139397261565,0
1371,44,1,3.0,0,0,0,0,1,0.0,0.0,7.446585099157725,0.0,0.0,14.603968372873895,0
1372,45,2,3.0,1,1,1,0,1,0.0,12.74141330514511,5.3981627015177525,0.0,7.0326242610280065,15.176487367510099,1
1373,46,1,3.0,0,0,0,0,1,0.0,0.0,6.030685260261263,7.886081401775745,7.683403681053826,14.690979711984754,0
1374,50,1,1.0,0,1,1,0,0,0.0,12.03547410487973,2.772588722239781,0.0,4.532599493153256,14.508658238524095,1
1375,49,2,1.0,0,1,1,0,0,0.0,0.0,5.849324779946859,0.0,0.0,13.45883704259595,1
1376,34,1,4.0,0,0,0,1,0,0.0,0.0,0.0,0.0,4.5217885770490405,14.77102238760702,0
1377,53,3,3.0,0,1,1,0,0,0.0,0.0,7.437206366871292,0.0,11.32354303880569,15.894952224644102,0
1378,46,1,3.0,0,1,1,0,0,0.0,13.468954247546705,5.560681631015528,0.0,2.3978952727983707,15.894952224644102,1
1379,34,1,2.0,0,1,1,0,0,0.0,0.0,4.997212273764115,9.813344002683163,0.0,14.946912992035967,0
1380,49,1,1.0,1,0,0,0,0,0.0,0.0,0.0,0.0,6.617402977974478,15.29711532616119,1
1381,47,1,3.0,0,0,1,0,0,0.0,0.0,4.356708826689592,0.0,0.0,15.894952224644102,0
1382,51,3,3.0,0,1,1,0,0,0.0,12.825586741159608,6.7650389767805414,0.0,6.573680166960646,15.363073279446223,1
1383,34,3,3.0,0,0,0,1,1,0.0,11.503046831546738,7.089243155027514,9.602517585757411,5.204006687076795,14.731801689838349,0
1384,42,1,3.0,0,0,1,0,0,0.0,9.533220655077928,5.117993812416755,0.0,4.68213122712422,14.648420115681892,1
1385,44,1,3.0,1,1,1,0,0,0.0,0.0,7.31455283232408,0.0,0.0,15.894952224644102,0
1386,47,2,3.0,1,1,1,0,0,13.897717997836546,13.734939127207985,7.3098814858247865,10.424540696457555,6.023447592961033,15.894952224644102,1
1387,29,1,3.0,0,0,0,0,0,0.0,9.504650430718184,6.551080335043404,0.0,0.0,14.151983508870947,0
1388,47,1,3.0,0,0,1,0,0,0.0,0.0,2.4849066497880004,0.0,0.0,15.894952224644102,0
1389,41,1,1.0,1,1,1,0,0,0.0,10.9893353877531,0.0,0.0,8.719644119505357,15.341567078850604,1
1390,25,1,3.0,0,0,1,0,0,0.0,12.691241942482378,4.6443908991413725,0.0,5.1647859739235145,14.285514812209815,1
1391,42,1,1.0,1,1,1,0,0,0.0,0.0,0.0,0.0,8.295798110636145,15.039286283703994,1
1392,45,1,3.0,0,1,1,0,0,0.0,12.423837758943304,3.044522437723423,0.0,6.914730892718563,14.648420115681892,1
1393,47,1,1.0,0,1,0,0,1,0.0,0.0,3.5553480614894135,0.0,0.0,15.068273812173887,1
1394,40,1,3.0,0,0,0,0,0,0.0,12.295126934353686,7.232733136177615,0.0,7.126890808898808,15.894952224644102,0
1395,41,0,3.0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,15.483217567201578,0
1396,53,1,3.0,0,0,1,0,0,0.0,0.0,2.302585092994046,0.0,11.761635393372869,15.894952224644102,0
1397,54,1,3.0,0,1,1,0,1,0.0,11.876818297167434,5.75890177387728,0.0,5.247024072160486,15.894952224644102,1
1398,48,3,3.0,1,1,1,0,0,13.091844374317466,13.10656320957022,7.323830566202317,5.517452896464707,8.080546965824498,14.946912992035967,1
1399,45,3,3.0,0,1,1,0,0,0.0,9.911604520638075,7.2633296174768365,0.0,6.670766320845874,14.151983508870947,1
1400,53,1,2.0,1,1,1,0,0,12.31090101962579,0.0,6.3561076606958915,7.744569809354496,7.716906135298388,13.710151153416941,1
1401,43,1,3.0,1,1,1,0,1,0.0,12.582754117544537,0.0,7.198931240688173,0.0,14.648420115681892,1
1402,37,1,4.0,0,1,1,0,0,0.0,0.0,1.3862943611198906,0.0,0.0,15.483217567201578,0
1403,42,1,2.0,0,0,0,0,1,12.783834226785205,11.081711686839286,6.075346031088684,0.0,0.0,15.150511887854474,0
1404,25,0,4.0,0,0,0,0,0,0.0,11.26121524408805,0.0,0.0,3.295836866004329,14.403297778421795,0
1405,51,1,1.0,0,1,1,0,0,0.0,8.61830469278465,0.0,0.0,7.677400430514807,14.45736497045232,1
1406,50,0,3.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,15.424948670398354,0
1407,53,1,2.0,1,1,1,0,0,0.0,11.836739350215423,0.0,7.599901959208498,0.0,15.894952224644102,1
1408,41,0,4.0,0,0,0,0,1,0.0,12.282760501206404,0.0,0.0,5.2574953720277815,15.64006001130563,0
1409,63,2,3.0,0,1,0,0,0,0.0,0.0,9.018210874191142,0.0,0.0,15.894952224644102,0
1410,25,1,4.0,0,0,1,0,0,0.0,11.151453318547691,4.804021044733257,0.0,0.6931471805599453,14.690979711984754,1
1411,43,1,3.0,0,0,0,0,1,0.0,0.0,6.198478716492308,10.637248705981328,0.0,15.894952224644102,0
1412,53,1,3.0,0,1,1,0,0,0.0,8.987571750367046,2.772588722239781,0.0,0.0,15.573368647930426,1
1413,45,2,3.0,1,1,1,0,0,0.0,13.844009575531398,5.652489180268651,8.972844314437573,9.013351778138825,15.894952224644102,1
1414,27,1,4.0,1,1,0,0,0,0.0,11.112582217710067,5.1298987149230735,0.0,5.225746673713202,14.220976332738882,0
1415,45,2,3.0,1,0,1,0,0,0.0,0.0,4.442651256490317,3.9889840465642745,0.0,15.38412668421143,0
1416,42,2,3.0,0,1,1,0,0,14.102168856538372,10.498635942213971,7.941651252930556,9.665864679957084,6.890609120147166,15.894952224644102,1
1417,54,1,3.0,1,1,1,0,0,0.0,8.832879460277615,3.6109179126442243,0.0,3.6635616461296463,15.201805169084134,1
1418,49,1,3.0,1,0,0,0,0,0.0,12.06378877576775,5.153291594497779,0.0,0.0,14.45736497045232,1
1419,32,1,4.0,0,1,0,0,0,13.402789690382532,11.339393169209067,5.541263545158426,9.480596490604585,1.0986122886681098,14.690979711984754,0
1420,26,1,1.0,1,1,1,0,0,0.0,10.130702803220391,4.394449154672439,0.0,5.41610040220442,14.403297778421795,1
1421,29,1,3.0,0,0,0,0,0,13.762515816936967,0.0,7.165493475060845,0.0,4.6913478822291435,13.592368256649284,0
1422,46,1,3.0,1,1,0,0,0,12.548704444466768,0.0,4.969813299576001,0.0,0.0,14.285514812209815,1
1423,36,0,3.0,1,0,1,0,0,0.0,0.0,0.0,0.0,3.4011973816621555,14.285514812209815,0
1424,30,1,3.0,0,0,1,0,0,10.626047893664422,12.603700455425122,6.3835066348840055,0.0,6.945051063725834,14.946912992035967,0
1425,52,1,2.0,0,1,1,0,1,0.0,12.337307027043453,0.0,0.0,5.424950017481403,15.555976908243359,1
1426,55,2,3.0,1,1,1,0,1,13.314011308054527,11.51028197402481,6.300785794663244,0.0,5.043425116919247,14.077875591662238,1
1427,43,1,3.0,1,1,1,0,1,0.0,11.71514768347052,4.812184355372417,0.0,5.849324779946859,14.220976332738882,1
1428,58,1,3.0,0,0,0,0,1,11.94473385508442,0.0,2.6390573296152584,0.0,8.946374826141717,15.123843647884687,0
1429,49,1,3.0,1,1,0,0,0,0.0,0.0,0.6931471805599453,0.0,0.0,14.946912992035967,1
1430,45,3,3.0,1,1,1,0,0,0.0,11.107420356062043,7.10002716662926,0.0,7.0825485693553,13.997832948091215,1
1431,53,3,1.0,1,1,1,0,0,13.939108653340556,13.965311505693961,7.134093721192866,8.758883680017025,7.602900462204755,15.123843647884687,1
1432,53,3,1.0,1,1,1,0,1,11.399163085631562,12.521200853220131,5.575949103146316,0.0,6.410174881966167,13.815511557963774,1
1433,27,1,3.0,0,1,0,0,0,0.0,10.8673486573177,4.867534450455582,0.0,0.0,14.508658238524095,1
1434,55,2,1.0,1,1,0,0,0,0.0,7.383989457978509,4.276666119016055,0.0,1.6094379124341003,15.702580358511794,1
1435,54,1,3.0,1,1,1,0,0,0.0,0.0,4.143134726391533,0.0,5.659482215759621,14.151983508870947,1
1436,61,3,3.0,0,0,1,0,0,12.519455358926354,0.0,6.46302945692067,5.3612921657094255,0.0,13.217675375388819,0
1437,42,1,3.0,1,1,1,0,0,0.0,0.0,7.1929342212158,5.849324779946859,6.335054251498059,15.176487367510099,1
1438,40,2,3.0,1,1,1,0,0,0.0,0.0,6.3473892096560105,0.0,0.0,15.38412668421143,1
1439,40,1,4.0,0,0,0,0,0,13.44577932180722,12.632711988869744,7.814803429489359,9.445175311879977,0.0,13.45883704259595,0
1440,51,0,4.0,0,0,0,0,0,0.0,0.0,0.0,7.487173694213739,0.0,14.508658238524095,0
1441,47,0,3.0,1,0,1,0,0,0.0,0.0,0.0,7.445417556701687,0.0,15.717618233614914,0
1442,49,1,4.0,1,1,1,0,1,13.835130815690958,0.0,7.583247524303362,0.0,0.0,14.77102238760702,0
1443,47,0,4.0,0,0,1,0,0,0.0,0.0,0.0,9.107421317968342,0.0,15.623799493077952,0
1444,45,3,3.0,1,1,1,0,1,0.0,8.896588071791218,7.400009517162692,0.0,6.678342114654332,14.508658238524095,1
1445,42,1,3.0,0,1,1,0,0,0.0,12.318954802586846,0.0,0.0,5.393627546352362,14.508658238524095,1
